module code,title,skill
FIN4112L,SIF: Family Business & Wealth Management,interaction
FIN4112L,SIF: Family Business & Wealth Management,business intelligently
FIN4112L,SIF: Family Business & Wealth Management,economies
FIN4112M,SIF: Applied Investment Valuation,corporate finance
FIN4112M,SIF: Applied Investment Valuation,investment management
FIN4112M,SIF: Applied Investment Valuation,investment banking
FIN4112M,SIF: Applied Investment Valuation,case
FIN4112M,SIF: Applied Investment Valuation,lectures
FIN4112M,SIF: Applied Investment Valuation,distill
FIN4112X,Seminars in Finance,finance
FIN4116,Valuation and Mergers & Acquisitions,merger and acquisition
FIN4116,Valuation and Mergers & Acquisitions,survey
FIN4116,Valuation and Mergers & Acquisitions,buyouts
FIN4116,Valuation and Mergers & Acquisitions,restructuring
FIN4116,Valuation and Mergers & Acquisitions,management
FIN4117,Measuring Success in Philanthropy and Impact Investing,philanthropy
FIN4117,Measuring Success in Philanthropy and Impact Investing,investing
FIN4117,Measuring Success in Philanthropy and Impact Investing,social
FIN4117,Measuring Success in Philanthropy and Impact Investing,readings
FIN4117,Measuring Success in Philanthropy and Impact Investing,non profit
FIN4117,Measuring Success in Philanthropy and Impact Investing,government
FIN4117,Measuring Success in Philanthropy and Impact Investing,managers
FIN4117,Measuring Success in Philanthropy and Impact Investing,making decisions
FIN4118,Equity Research Seminar,portfolio management
FIN4118,Equity Research Seminar,investment management
FIN4118,Equity Research Seminar,stock selection
FIN4118,Equity Research Seminar,research
FIN4118,Equity Research Seminar,constructed
FIN4119,Advanced Independent Study in Finance,independent study
FIN4119,Advanced Independent Study in Finance,hone
FIN4119,Advanced Independent Study in Finance,research
FIN4119,Advanced Independent Study in Finance,writing
FIN4122,Entrepreneurial Finance,venture capital
FIN4122,Entrepreneurial Finance,corporate finance
FIN4122,Entrepreneurial Finance,planning
FIN4122,Entrepreneurial Finance,bank
FIN4122,Entrepreneurial Finance,equities
FIN4122,Entrepreneurial Finance,track
FIN4122,Entrepreneurial Finance,professional
FIN4123,FinTech Management,payment system
FIN4123,FinTech Management,asset management
FIN4124,FinTech and Financial Data Analytics,financial service
FIN4124,FinTech and Financial Data Analytics,service industry
FIN4124,FinTech and Financial Data Analytics,financial datum
FIN4124,FinTech and Financial Data Analytics,analytics
FIN4124,FinTech and Financial Data Analytics,integrating
FIN4124,FinTech and Financial Data Analytics,finance
FIN4124,FinTech and Financial Data Analytics,programming
FIN4124,FinTech and Financial Data Analytics,decision making
FIN4125,Sustainability and Finance,financial institution
FIN4125,Sustainability and Finance,non profit organization
FIN4125,Sustainability and Finance,finance
FIN4125,Sustainability and Finance,integrated
FIN4125,Sustainability and Finance,sustainability
FIN4125,Sustainability and Finance,investment
FIN4126,"AI, Blockchain and Quantum Computing",emerge technology
FIN4126,"AI, Blockchain and Quantum Computing",cyber security
FIN4126,"AI, Blockchain and Quantum Computing",quantum computing
FIN4126,"AI, Blockchain and Quantum Computing",landscape
FIN4126,"AI, Blockchain and Quantum Computing",blockchain
FIN4126,"AI, Blockchain and Quantum Computing",analytics
FIN4126,"AI, Blockchain and Quantum Computing",friendly
FIN4126,"AI, Blockchain and Quantum Computing",emergent technologies
FIN4126,"AI, Blockchain and Quantum Computing",literacy
FIN4127,Advanced Household Finance,decision make
FIN4127,Advanced Household Finance,risk management
FIN4127,Advanced Household Finance,financial service
FIN4127,Advanced Household Finance,finance
FIN4127,Advanced Household Finance,investing
FIN4127,Advanced Household Finance,governments
FIN4127,Advanced Household Finance,economics
FIN4127,Advanced Household Finance,psychology
FIN4127,Advanced Household Finance,sociology
FIN4129,Advanced Independent Study in Finance,independent study
FIN4129,Advanced Independent Study in Finance,hone
FIN4129,Advanced Independent Study in Finance,research
FIN4129,Advanced Independent Study in Finance,writing
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,discount cash flow
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,cash flow
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,portfolio investment
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,investment strategy
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,investment management
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,finance
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,model based
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,lectures
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,interaction
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,research
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,write
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,investment
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,equity
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,presentation
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,presented
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,manage
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,e
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,managed
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,financial analyst
FIN4713,Advanced Portfolio Management: Securities Analysis & Valuation,portfolio manager
FIN4714,Valuation and Mergers & Acquisition,merger and acquisition
FIN4714,Valuation and Mergers & Acquisition,survey
FIN4714,Valuation and Mergers & Acquisition,buyouts
FIN4714,Valuation and Mergers & Acquisition,restructuring
FIN4714,Valuation and Mergers & Acquisition,management
FIN4715,Measuring Success in Philanthropy and Impact Investing,philanthropy
FIN4715,Measuring Success in Philanthropy and Impact Investing,investing
FIN4715,Measuring Success in Philanthropy and Impact Investing,social
FIN4715,Measuring Success in Philanthropy and Impact Investing,readings
FIN4715,Measuring Success in Philanthropy and Impact Investing,non profit
FIN4715,Measuring Success in Philanthropy and Impact Investing,government
FIN4715,Measuring Success in Philanthropy and Impact Investing,managers
FIN4715,Measuring Success in Philanthropy and Impact Investing,making decisions
FIN4716,Equity Research Seminar,portfolio management
FIN4716,Equity Research Seminar,investment management
FIN4716,Equity Research Seminar,stock selection
FIN4716,Equity Research Seminar,research
FIN4716,Equity Research Seminar,constructed
FIN4717,Entrepreneurial Finance,venture capital
FIN4717,Entrepreneurial Finance,corporate finance
FIN4717,Entrepreneurial Finance,planning
FIN4717,Entrepreneurial Finance,bank
FIN4717,Entrepreneurial Finance,equities
FIN4717,Entrepreneurial Finance,track
FIN4717,Entrepreneurial Finance,professional
FIN4718,FinTech Management,payment system
FIN4718,FinTech Management,asset management
FIN4719,FinTech and Financial Data Analytics,financial service
FIN4719,FinTech and Financial Data Analytics,service industry
FIN4719,FinTech and Financial Data Analytics,financial datum
FIN4719,FinTech and Financial Data Analytics,analytics
FIN4719,FinTech and Financial Data Analytics,integrating
FIN4719,FinTech and Financial Data Analytics,finance
FIN4719,FinTech and Financial Data Analytics,programming
FIN4719,FinTech and Financial Data Analytics,decision making
FIN4720,Sustainability and Finance,financial institution
FIN4720,Sustainability and Finance,non profit organization
FIN4720,Sustainability and Finance,finance
FIN4720,Sustainability and Finance,integrated
FIN4720,Sustainability and Finance,sustainability
FIN4720,Sustainability and Finance,investment
FIN4721,"AI, Blockchain and Quantum Computing",emerge technology
FIN4721,"AI, Blockchain and Quantum Computing",cyber security
FIN4721,"AI, Blockchain and Quantum Computing",quantum computing
FIN4721,"AI, Blockchain and Quantum Computing",landscape
FIN4721,"AI, Blockchain and Quantum Computing",blockchain
FIN4721,"AI, Blockchain and Quantum Computing",analytics
FIN4721,"AI, Blockchain and Quantum Computing",friendly
FIN4721,"AI, Blockchain and Quantum Computing",emergent technologies
FIN4721,"AI, Blockchain and Quantum Computing",literacy
FIN4722,Advanced Household Finance,decision make
FIN4722,Advanced Household Finance,risk management
FIN4722,Advanced Household Finance,financial service
FIN4722,Advanced Household Finance,finance
FIN4722,Advanced Household Finance,investing
FIN4722,Advanced Household Finance,governments
FIN4722,Advanced Household Finance,economics
FIN4722,Advanced Household Finance,psychology
FIN4722,Advanced Household Finance,sociology
FIN4723,The Financial System,financial system
FIN4723,The Financial System,financial institution
FIN4723,The Financial System,dive
FIN4723,The Financial System,finance
FIN4724,Economics of Blockchain Applications and Decentralized Finance,digital asset
FIN4724,Economics of Blockchain Applications and Decentralized Finance,economics
FIN4724,Economics of Blockchain Applications and Decentralized Finance,blockchain
FIN4724,Economics of Blockchain Applications and Decentralized Finance,finance
FIN4751,Advanced Independent Study in Finance,independent study
FIN4751,Advanced Independent Study in Finance,hone
FIN4751,Advanced Independent Study in Finance,research
FIN4751,Advanced Independent Study in Finance,writing
FIN4752,Advanced Independent Study in Finance (2 Units),independent study
FIN4752,Advanced Independent Study in Finance (2 Units),hone
FIN4752,Advanced Independent Study in Finance (2 Units),research
FIN4752,Advanced Independent Study in Finance (2 Units),writing
FIN4761,Seminars in Finance,initial public offering
FIN4761,Seminars in Finance,public offering
FIN4761,Seminars in Finance,merger and acquisition
FIN4761,Seminars in Finance,corporate governance
FIN4761,Seminars in Finance,finance
FIN4761,Seminars in Finance,new developments
FIN4761A,SIF: Private Equity,private equity
FIN4761A,SIF: Private Equity,venture capital
FIN4761A,SIF: Private Equity,sovereign wealth fund
FIN4761A,SIF: Private Equity,venture philanthropy
FIN4761A,SIF: Private Equity,performance report
FIN4761A,SIF: Private Equity,equity market
FIN4761A,SIF: Private Equity,economic growth
FIN4761A,SIF: Private Equity,case
FIN4761A,SIF: Private Equity,investment
FIN4761A,SIF: Private Equity,buyouts
FIN4761A,SIF: Private Equity,analytic
FIN4761A,SIF: Private Equity,negotiations
FIN4761A,SIF: Private Equity,management
FIN4761B,SIF: Investment Banking,investment banking
FIN4761B,SIF: Investment Banking,financial instrument
FIN4761B,SIF: Investment Banking,financial crisis
FIN4761B,SIF: Investment Banking,financial market
FIN4761B,SIF: Investment Banking,investment banks
FIN4761B,SIF: Investment Banking,operates
FIN4761B,SIF: Investment Banking,use special
FIN4761B,SIF: Investment Banking,integration
FIN4761B,SIF: Investment Banking,perspective
FIN4761C,SIF: Applied Portfolio Management Techniques,portfolio management
FIN4761C,SIF: Applied Portfolio Management Techniques,investment management
FIN4761C,SIF: Applied Portfolio Management Techniques,expect return
FIN4761C,SIF: Applied Portfolio Management Techniques,asset allocation
FIN4761C,SIF: Applied Portfolio Management Techniques,financial service
FIN4761C,SIF: Applied Portfolio Management Techniques,service sector
FIN4761C,SIF: Applied Portfolio Management Techniques,finance
FIN4761C,SIF: Applied Portfolio Management Techniques,estimating
FIN4761C,SIF: Applied Portfolio Management Techniques,lectures
FIN4761C,SIF: Applied Portfolio Management Techniques,interaction
FIN4761C,SIF: Applied Portfolio Management Techniques,investment
FIN4761C,SIF: Applied Portfolio Management Techniques,portfolio manager
FIN4761D,SIF: Family Business & Wealth Management,corporate governance
FIN4761D,SIF: Family Business & Wealth Management,interaction
FIN4761D,SIF: Family Business & Wealth Management,business intelligently
FIN4761D,SIF: Family Business & Wealth Management,economies
FIN6002,Banking and Household Finance,corporate finance
FIN6002,Banking and Household Finance,game theory
FIN6002,Banking and Household Finance,information economic
FIN6002,Banking and Household Finance,dividend policy
FIN6002,Banking and Household Finance,structure financing
FIN6002,Banking and Household Finance,investment
FIN6002,Banking and Household Finance,bankruptcy
FIN6002,Banking and Household Finance,banking
FIN6004,Empirical Asset Pricing and Microstructure,empirical research
FIN6004,Empirical Asset Pricing and Microstructure,international finance
FIN6004,Empirical Asset Pricing and Microstructure,microstructure
FIN6004,Empirical Asset Pricing and Microstructure,asset pricing models
FIN6004,Empirical Asset Pricing and Microstructure,finance
FIN6005,Independent Study Module,independent study
FIN6005,Independent Study Module,critical reading
FIN6005,Independent Study Module,organizational behavior
FIN6005,Independent Study Module,research
FIN6006,Corporate Finance,corporate finance
FIN6006,Corporate Finance,empirical research
FIN6006,Corporate Finance,surveys
FIN6006,Corporate Finance,read
FMA1201B,FS: Chinatowns: History and Myth,critical thinking
FMA1201B,FS: Chinatowns: History and Myth,comparative analysis
FMA1201B,FS: Chinatowns: History and Myth,engage students
FMA1201B,FS: Chinatowns: History and Myth,investigate
FMA1201B,FS: Chinatowns: History and Myth,accounts
FMA1201B,FS: Chinatowns: History and Myth,films
FMA1201D,FS: Contemporary Issues in Trade Policy,economic development
FMA1201D,FS: Contemporary Issues in Trade Policy,international organization
FMA1201D,FS: Contemporary Issues in Trade Policy,economic system
FMA1201D,FS: Contemporary Issues in Trade Policy,economic
FMA1201D,FS: Contemporary Issues in Trade Policy,economy
FMA1201D,FS: Contemporary Issues in Trade Policy,bank
FMA1201F,FS : Representing War,lecturers
FMA1201H,FS: Australian Culture,foreign policy
FMA1201H,FS: Australian Culture,films
FMA1201H,FS: Australian Culture,social
FMA1201H,FS: Australian Culture,investigate
FMA1201J,FS: Generations,case
FMA1201J,FS: Generations,perspective
FMA1201J,FS: Generations,care policies
FMA1201J,FS: Generations,films
FMA1201K,FS : The Civilization of Islam in the Malay World,contemporary art
FMA1201K,FS : The Civilization of Islam in the Malay World,modern literature
FMA1201K,FS : The Civilization of Islam in the Malay World,music performance
FMA1201K,FS : The Civilization of Islam in the Malay World,islamic
FMA1201K,FS : The Civilization of Islam in the Malay World,malay
FMA1201K,FS : The Civilization of Islam in the Malay World,manifestations
FMA1201K,FS : The Civilization of Islam in the Malay World,islam
FMA1201K,FS : The Civilization of Islam in the Malay World,ceramics
FMA1201K,FS : The Civilization of Islam in the Malay World,batik
FMA1201K,FS : The Civilization of Islam in the Malay World,lecturers
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,spirituality
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,perspective
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,general lead
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,making decisions
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,debate
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,writing
FMA1201P,FS: Meanings and Leanings: Is There a Reason Why?,presentations
FMA1201Q,FS: Love Actually? The Social Construction of Romantic Love,engage students
FMA1201Q,FS: Love Actually? The Social Construction of Romantic Love,investigate
FMA1201Q,FS: Love Actually? The Social Construction of Romantic Love,social
FMA1201Q,FS: Love Actually? The Social Construction of Romantic Love,construct
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",economy
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",biology
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",psychology
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",economics
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",economic models
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",psychological
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",economic
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",hormones
FMA1202D,"Taking Risks: Economics, Psychology, and Biology",modulating
FMA1202F,FS: Heroism and Society,social
FMA1202F,FS: Heroism and Society,construction
FMA1202G,"FS: Producing Nature, Consuming Nature",environmental issue
FMA1202G,"FS: Producing Nature, Consuming Nature",climate change
FMA1202G,"FS: Producing Nature, Consuming Nature",capitalism
FMA1202G,"FS: Producing Nature, Consuming Nature",transformation
FMA1202G,"FS: Producing Nature, Consuming Nature",economics
FMA1202G,"FS: Producing Nature, Consuming Nature",ecology
FMA1202G,"FS: Producing Nature, Consuming Nature",read
FMA1202G,"FS: Producing Nature, Consuming Nature",readings
FMA1202N,FS: Neuroeconomics: Brain on Money,cognitive neuroscience
FMA1202N,FS: Neuroeconomics: Brain on Money,critical thinking
FMA1202N,FS: Neuroeconomics: Brain on Money,research
FMA1202N,FS: Neuroeconomics: Brain on Money,neurobiology
FMA1202N,FS: Neuroeconomics: Brain on Money,hormones
FMA1202N,FS: Neuroeconomics: Brain on Money,alter
FMA1202N,FS: Neuroeconomics: Brain on Money,write
FMA1202N,FS: Neuroeconomics: Brain on Money,presentation
FMA1203Q,FS: Contemplating Theme Parks,sociological
FMA1203Q,FS: Contemplating Theme Parks,think critically
FMA1203Q,FS: Contemplating Theme Parks,culture change
FMA1203Q,FS: Contemplating Theme Parks,adapt
FMA1203Q,FS: Contemplating Theme Parks,mobility
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,stemming
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,readings
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,german
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,targets
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,japanese
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,essay writing
FMA1204H,FS: War Memories: From Anne Frank to Changi Prison,presentation
FMA1205H,FS: Decolonization in the 20th Century,collaboration
FMA1205H,FS: Decolonization in the 20th Century,reading
FMA1205H,FS: Decolonization in the 20th Century,research
FMA1206H,FS: Travel and the Historian,hone
FMA1206H,FS: Travel and the Historian,research
FMA1206H,FS: Travel and the Historian,presentation
FMA1207H,FS: Biopolitics,public health
FMA1207H,FS: Biopolitics,governance
FMA1207H,FS: Biopolitics,investigating
FMA1207H,FS: Biopolitics,hygiene
FSC2101,Forensic Science,criminal justice
FSC2101,Forensic Science,forensic science
FSC2101,Forensic Science,investigated
FSC2101,Forensic Science,investigative
FSC2101,Forensic Science,system experts
FSC2101,Forensic Science,law pharmacy
FSC2101,Forensic Science,statistics
FSC2101,Forensic Science,health sciences
FSC3101,Evidence in Forensic Science,crime scene
FSC3101,Evidence in Forensic Science,criminal law
FSC3101,Evidence in Forensic Science,teaches
FSC3101,Evidence in Forensic Science,collection
FSC3101,Evidence in Forensic Science,presenting
FSC4201,Articulating Probability and Statistics in Court,probability and statistic
FSC4201,Articulating Probability and Statistics in Court,forensic toxicology
FSC4201,Articulating Probability and Statistics in Court,case
FSC4201,Articulating Probability and Statistics in Court,articulated
FSC4201,Articulating Probability and Statistics in Court,probability
FSC4201,Articulating Probability and Statistics in Court,statistical
FSC4201,Articulating Probability and Statistics in Court,sampling
FSC4201,Articulating Probability and Statistics in Court,articulating
FSC4202,Forensic Human Identification,crime scene
FSC4202,Forensic Human Identification,expert witness
FSC4202,Forensic Human Identification,interactive
FSC4202,Forensic Human Identification,collection
FSC4202,Forensic Human Identification,storage
FSC4202,Forensic Human Identification,toolkit
FSC4202,Forensic Human Identification,investigations
FSC4203,Forensic Toxicology and Poisons,forensic toxicology
FSC4203,Forensic Toxicology and Poisons,investigation
FSC4203,Forensic Toxicology and Poisons,drawing
FSC4203,Forensic Toxicology and Poisons,host
FSC4203,Forensic Toxicology and Poisons,toxicological
FSC4203,Forensic Toxicology and Poisons,lectures
FSC4204,Criminalistics: Evidence and Proof,crime scene
FSC4204,Criminalistics: Evidence and Proof,evidence analysis
FSC4204,Criminalistics: Evidence and Proof,investigations
FSC4204,Criminalistics: Evidence and Proof,investigation
FSC4204,Criminalistics: Evidence and Proof,patent
FSC4204,Criminalistics: Evidence and Proof,simulate
FSC4204,Criminalistics: Evidence and Proof,delves
FSC4205,"Criminalistics: Authenticity, Fraud and Counterfeit",forensic science
FSC4205,"Criminalistics: Authenticity, Fraud and Counterfeit",case
FSC4205,"Criminalistics: Authenticity, Fraud and Counterfeit",justice
FSC4206,Advanced Criminal Litigation – Forensics on Trial,criminal law
FSC4206,Advanced Criminal Litigation – Forensics on Trial,analytical skill
FSC4206,Advanced Criminal Litigation – Forensics on Trial,truth
FSC4206,Advanced Criminal Litigation – Forensics on Trial,presenting
FSC4206,Advanced Criminal Litigation – Forensics on Trial,communication
FSC4207,Forensic Entomology,case
FSC4207,Forensic Entomology,entomology
FSC4207,Forensic Entomology,estimating
FSC4207,Forensic Entomology,post mortem
FSC4208,Advanced Forensic Science,forensic identification
FSC4208,Advanced Forensic Science,dna profiling
FSC4208,Advanced Forensic Science,crime scene
FSC4208,Advanced Forensic Science,biological material
FSC4208,Advanced Forensic Science,narcotics
FSC4208,Advanced Forensic Science,toxicology
FSC4208,Advanced Forensic Science,investigation
FSC4208,Advanced Forensic Science,investigations
FSC4208,Advanced Forensic Science,instrumentation
FSC4208,Advanced Forensic Science,legislation
FSC4208,Advanced Forensic Science,metabolism
FSC4208,Advanced Forensic Science,urine
FSC4208,Advanced Forensic Science,toxicological
FSC4210,Experimental Forensic Science: From Data to Discovery,research experience
FSC4210,Experimental Forensic Science: From Data to Discovery,forensic science
FSC4210,Experimental Forensic Science: From Data to Discovery,statistical method
FSC4210,Experimental Forensic Science: From Data to Discovery,descriptive statistic
FSC4210,Experimental Forensic Science: From Data to Discovery,research design
FSC4210,Experimental Forensic Science: From Data to Discovery,direct connection
FSC4210,Experimental Forensic Science: From Data to Discovery,sampling
FSC4210,Experimental Forensic Science: From Data to Discovery,estimation
FSC4210,Experimental Forensic Science: From Data to Discovery,experimentation
FSC4210,Experimental Forensic Science: From Data to Discovery,validation
FSC4210,Experimental Forensic Science: From Data to Discovery,professional
FSC4210,Experimental Forensic Science: From Data to Discovery,communication
FSC4210,Experimental Forensic Science: From Data to Discovery,evidence based
FSC5101,Survey of Forensic Science,forensic science
FSC5101,Survey of Forensic Science,crime scene
FSC5101,Survey of Forensic Science,survey
FSC5101,Survey of Forensic Science,collected
FSC5101,Survey of Forensic Science,teaching
FSC5199,Research Project in Forensic Science,forensic science
FSC5199,Research Project in Forensic Science,project based
FSC5199,Research Project in Forensic Science,m
FSC5199,Research Project in Forensic Science,research
FSC5199,Research Project in Forensic Science,supervision
FSC5199,Research Project in Forensic Science,presentation
FSC5201,Advanced CSI Techniques,crime scene
FSC5201,Advanced CSI Techniques,criminal investigation
FSC5201,Advanced CSI Techniques,presentation
FSC5201,Advanced CSI Techniques,management
FSC5201,Advanced CSI Techniques,investigation
FSC5201,Advanced CSI Techniques,photography
FSC5202,Forensic Defense Science,acts
FSC5202,Forensic Defense Science,detect threats
FSC5202,Forensic Defense Science,chemical biological radiological nuclear
FSC5202,Forensic Defense Science,operational
FSC5203,Digital Forensic Investigation,digital forensic
FSC5203,Digital Forensic Investigation,streamlined
FSC5203,Digital Forensic Investigation,technology digital
FSC5203,Digital Forensic Investigation,investigation
FSC5203,Digital Forensic Investigation,investigations
FSC5204,Forensic Psychiatry and Psychology,forensic psychiatry
FSC5204,Forensic Psychiatry and Psychology,psychology
FSC5204,Forensic Psychiatry and Psychology,psychiatry
FSC5204,Forensic Psychiatry and Psychology,psychology compared
FSC5204,Forensic Psychiatry and Psychology,psychological
FSC5204,Forensic Psychiatry and Psychology,jurisprudence
FSC5205,Forensic Science in Major Cases,forensic science
FSC5205,Forensic Science in Major Cases,testimony
FSC5206,Specialized Topics in Forensic Science I,economic growth
FSC5206,Specialized Topics in Forensic Science I,forensic science
FSC5206,Specialized Topics in Forensic Science I,substance abuse
FSC5206,Specialized Topics in Forensic Science I,biological threat
FSC5206,Specialized Topics in Forensic Science I,safe
FSC5206,Specialized Topics in Forensic Science I,social
FSC5206,Specialized Topics in Forensic Science I,biosecurity
FSC5206,Specialized Topics in Forensic Science I,mitigation
FSC5206,Specialized Topics in Forensic Science I,source
FSC5206,Specialized Topics in Forensic Science I,tracking
FSC5206,Specialized Topics in Forensic Science I,consumer health
FSC5206,Specialized Topics in Forensic Science I,investigation
FSC5206,Specialized Topics in Forensic Science I,product product safety
FSC5207,Specialised Topics in Forensics II,forensic science
FSC5207,Specialised Topics in Forensics II,crime scene
FSC5207,Specialised Topics in Forensics II,case
FSC5207,Specialised Topics in Forensics II,presenting
FSP4003,Field Service Project,negotiations
FSP4003,Field Service Project,interactive
FSP4003,Field Service Project,survey
FSP4003,Field Service Project,planning
FSP4003,Field Service Project,research
FST1101B,Science and Technology of Foods,food science
FST1101B,Science and Technology of Foods,food
FST1101B,Science and Technology of Foods,food products
FST1101B,Science and Technology of Foods,marketplace
FST1101B,Science and Technology of Foods,foods
FST1101B,Science and Technology of Foods,processed foods
FST2102A,Chemistry of Food Components,food processing
FST2102A,Chemistry of Food Components,chemical reaction
FST2102A,Chemistry of Food Components,chemistry
FST2102A,Chemistry of Food Components,food
FST2102A,Chemistry of Food Components,enzymes
FST2102A,Chemistry of Food Components,basic functions
FST2102A,Chemistry of Food Components,storage
FST2102A,Chemistry of Food Components,presented
FST2102A,Chemistry of Food Components,analytical
FST2102A,Chemistry of Food Components,enzyme
FST2102A,Chemistry of Food Components,foods
FST2102B,Chemistry of Food Components,chemical reaction
FST2102B,Chemistry of Food Components,food processing
FST2102B,Chemistry of Food Components,food quality
FST2102B,Chemistry of Food Components,laboratory technique
FST2102B,Chemistry of Food Components,food chemistry
FST2102B,Chemistry of Food Components,chemistry
FST2102B,Chemistry of Food Components,food
FST2102B,Chemistry of Food Components,enzymes
FST2102B,Chemistry of Food Components,food systems
FST2102B,Chemistry of Food Components,storage
FST2102B,Chemistry of Food Components,delve
FST2106,Post Harvest Food Processing,sustainable
FST2106,Post Harvest Food Processing,food
FST2106,Post Harvest Food Processing,urban
FST2106,Post Harvest Food Processing,storage
FST2106,Post Harvest Food Processing,farm
FST2107,Food Analysis and Lab,analytical chemistry
FST2107,Food Analysis and Lab,sample preparation
FST2107,Food Analysis and Lab,solid phase extraction
FST2107,Food Analysis and Lab,analytical technique
FST2107,Food Analysis and Lab,VIS
FST2107,Food Analysis and Lab,lecture
FST2107,Food Analysis and Lab,gravimetry
FST2107,Food Analysis and Lab,colorimetry
FST2107,Food Analysis and Lab,chromatography
FST2107,Food Analysis and Lab,quantification
FST2107,Food Analysis and Lab,food
FST2107,Food Analysis and Lab,atomic absorption
FST2107,Food Analysis and Lab,emission spectrometry
FST2108,Food Safety Assurance,food
FST2108,Food Safety Assurance,contaminants
FST2108,Food Safety Assurance,contamination
FST2108,Food Safety Assurance,contaminated
FST2108,Food Safety Assurance,biological
FST2108,Food Safety Assurance,chemical contaminants
FST2108,Food Safety Assurance,epidemiology
FST2108,Food Safety Assurance,safe
FST2108,Food Safety Assurance,quality food
FST2109,Fundamentals of Food Engineering,food processing
FST2109,Fundamentals of Food Engineering,fluid mechanic
FST2109,Fundamentals of Food Engineering,steady state
FST2109,Fundamentals of Food Engineering,heat transfer
FST2109,Fundamentals of Food Engineering,balances
FST2109,Fundamentals of Food Engineering,balances fluid
FST2109,Fundamentals of Food Engineering,steam generation
FST2109,Fundamentals of Food Engineering,storage
FST2109,Fundamentals of Food Engineering,food products
FST2109,Fundamentals of Food Engineering,e
FST2109,Fundamentals of Food Engineering,heat exchange
FST2109,Fundamentals of Food Engineering,refrigeration
FST2110,Food Microbiology and Fermentation,food processing
FST2110,Food Microbiology and Fermentation,foods
FST2110,Food Microbiology and Fermentation,e
FST2110,Food Microbiology and Fermentation,physiology
FST2110,Food Microbiology and Fermentation,genetics
FST2110,Food Microbiology and Fermentation,food products
FST2110,Food Microbiology and Fermentation,food
FST2201,Introduction to Human Nutrition,lectures
FST2201,Introduction to Human Nutrition,readings
FST2201,Introduction to Human Nutrition,food
FST2201,Introduction to Human Nutrition,physiological
FST2201,Introduction to Human Nutrition,physiology
FST2201,Introduction to Human Nutrition,metabolism
FST2202,Food Commodities in Costa Rica,animal husbandry
FST2202,Food Commodities in Costa Rica,processing industry
FST2202,Food Commodities in Costa Rica,food processing
FST2202,Food Commodities in Costa Rica,San
FST2202,Food Commodities in Costa Rica,lectures
FST2202,Food Commodities in Costa Rica,tutorials
FST2202,Food Commodities in Costa Rica,food
FST2202,Food Commodities in Costa Rica,farms
FST2202,Food Commodities in Costa Rica,food products
FST2203,Food Commodities in Indonesia,animal husbandry
FST2203,Food Commodities in Indonesia,processing industry
FST2203,Food Commodities in Indonesia,food
FST2203,Food Commodities in Indonesia,lectures
FST2203,Food Commodities in Indonesia,tutorials
FST2203,Food Commodities in Indonesia,agricultural
FST2203,Food Commodities in Indonesia,farms
FST2203,Food Commodities in Indonesia,food products
FST2204,Seafood Supply Chains in Japan and Singapore,supply chain
FST2204,Seafood Supply Chains in Japan and Singapore,quality assurance
