module code,title,skill
MUA2107,Conservatory Orchestra,innovative
MUA2108,Conservatory Orchestra,collaborative
MUA2108,Conservatory Orchestra,rehearsal
MUA2108,Conservatory Orchestra,presented
MUA2108,Conservatory Orchestra,creatively
MUA2108,Conservatory Orchestra,innovative
MUA2109,Chamber Music,chamber music
MUA2109,Chamber Music,instruments
MUA2109,Chamber Music,e
MUA2110,Chamber Music in Mixed Ensemble,chamber music
MUA2110,Chamber Music in Mixed Ensemble,instruments
MUA2110,Chamber Music in Mixed Ensemble,piano
MUA2110,Chamber Music in Mixed Ensemble,e
MUA2157,Contemporary Musicianship A,early modern
MUA2157,Contemporary Musicianship A,collections
MUA2157,Contemporary Musicianship A,additive
MUA2157,Contemporary Musicianship A,improvisational
MUA2157,Contemporary Musicianship A,catalyst
MUA2157,Contemporary Musicianship A,develop vocabulary
MUA2157,Contemporary Musicianship A,imagination
MUA2158,Contemporary Musicianship B,early modern
MUA2158,Contemporary Musicianship B,collections
MUA2158,Contemporary Musicianship B,additive
MUA2158,Contemporary Musicianship B,improvisational
MUA2158,Contemporary Musicianship B,catalyst
MUA2158,Contemporary Musicianship B,develop vocabulary
MUA2158,Contemporary Musicianship B,imagination
MUA2159,A Pianist's Toolbox 2,piano
MUA2159,A Pianist's Toolbox 2,reduction
MUA2159,A Pianist's Toolbox 2,improvisation
MUA2161,Advanced Juried Performance Presentation,instrument
MUA2161,Advanced Juried Performance Presentation,piano
MUA2161,Advanced Juried Performance Presentation,presentation
MUA2161,Advanced Juried Performance Presentation,collaboration
MUA2162,Continuing Studies on Principal Instrument,critical reflection
MUA2162,Continuing Studies on Principal Instrument,instrument
MUA2162,Continuing Studies on Principal Instrument,piano
MUA2162,Continuing Studies on Principal Instrument,acts
MUA2162,Continuing Studies on Principal Instrument,professional
MUA2162,Continuing Studies on Principal Instrument,trajectory
MUA2163,Leading and Guiding Through Music,forging
MUA2163,Leading and Guiding Through Music,collaboration
MUA2163,Leading and Guiding Through Music,resourcefulness
MUA2163,Leading and Guiding Through Music,scale
MUA2163,Leading and Guiding Through Music,execute
MUA2163,Leading and Guiding Through Music,workshop skills
MUA2163,Leading and Guiding Through Music,mentorship
MUA2168,Continuing Area Study 1,instrument
MUA2168,Continuing Area Study 1,creative
MUA2169,Continuing Area Study 2,instrument
MUA2169,Continuing Area Study 2,creative
MUA2170,Multitrack Recording Techniques,pop music
MUA2170,Multitrack Recording Techniques,microphone technique
MUA2170,Multitrack Recording Techniques,pro tool
MUA2170,Multitrack Recording Techniques,recording studio
MUA2170,Multitrack Recording Techniques,acoustic
MUA2170,Multitrack Recording Techniques,electric
MUA2170,Multitrack Recording Techniques,electronic
MUA2170,Multitrack Recording Techniques,instruments
MUA2171,Multitrack Recording Project,digital audio
MUA2171,Multitrack Recording Project,consolidate
MUA2171,Multitrack Recording Project,pop
MUA2171,Multitrack Recording Project,jazz
MUA2171,Multitrack Recording Project,professional
MUA2171,Multitrack Recording Project,track
MUA2171,Multitrack Recording Project,lectures
MUA2171,Multitrack Recording Project,signal processing
MUA2171,Multitrack Recording Project,acoustics
MUA2171,Multitrack Recording Project,mixing console
MUA2171,Multitrack Recording Project,operation
MUA2172,Acoustics for Sound Engineer,noise reduction
MUA2172,Acoustics for Sound Engineer,acoustics
MUA2172,Acoustics for Sound Engineer,physics
MUA2175,AAS Project 1,classical music
MUA2175,AAS Project 1,microphone technique
MUA2175,AAS Project 1,session
MUA2176,AAS Project 2,classical music
MUA2176,AAS Project 2,music production
MUA2176,AAS Project 2,recording studio
MUA2176,AAS Project 2,session
MUA2177,Audio Networks,digital audio
MUA2177,Audio Networks,recording studio
MUA2177,Audio Networks,live sound
MUA2177,Audio Networks,broadcasting
MUA2177,Audio Networks,teaching
MUA2177,Audio Networks,transmission protocol
MUA2177,Audio Networks,adat
MUA2177,Audio Networks,madi
MUA2177,Audio Networks,optical
MUA2178,Computer Systems for Audio,audio production
MUA2178,Computer Systems for Audio,operating system
MUA2178,Computer Systems for Audio,digital audio
MUA2178,Computer Systems for Audio,digital audio workstation
MUA2178,Computer Systems for Audio,pro tool
MUA2178,Computer Systems for Audio,workflow
MUA2178,Computer Systems for Audio,integration
MUA2188,Music Initiatives and Projects 3,peer to peer
MUA2188,Music Initiatives and Projects 3,critical thinking
MUA2188,Music Initiatives and Projects 3,collaboration
MUA2188,Music Initiatives and Projects 3,inquiry
MUA2188,Music Initiatives and Projects 3,research
MUA2188,Music Initiatives and Projects 3,collaborative
MUA2188,Music Initiatives and Projects 3,planning
MUA2188,Music Initiatives and Projects 3,communication skills
MUA2189,Music Initiatives and Projects 4,peer to peer
MUA2189,Music Initiatives and Projects 4,critical thinking
MUA2189,Music Initiatives and Projects 4,collaboration
MUA2189,Music Initiatives and Projects 4,inquiry
MUA2189,Music Initiatives and Projects 4,research
MUA2189,Music Initiatives and Projects 4,collaborative
MUA2189,Music Initiatives and Projects 4,planning
MUA2189,Music Initiatives and Projects 4,communication skills
MUA2191,Applied Voice Major Study 2B,presented
MUA2192,Chamber Singers,choral music
MUA2192,Chamber Singers,music appreciation
MUA2192,Chamber Singers,vocal performance
MUA2192,Chamber Singers,instrumental music
MUA2192,Chamber Singers,vocal music
MUA2192,Chamber Singers,rehearsals
MUA2192,Chamber Singers,collaboration
MUA2192,Chamber Singers,paintings
MUA2193,Chamber Singers,choral music
MUA2193,Chamber Singers,music appreciation
MUA2193,Chamber Singers,vocal performance
MUA2193,Chamber Singers,instrumental music
MUA2193,Chamber Singers,vocal music
MUA2193,Chamber Singers,rehearsals
MUA2193,Chamber Singers,collaboration
MUA2193,Chamber Singers,paintings
MUA2196,Diction for Singers 2,diction
MUA2196,Diction for Singers 2,german
MUA2196,Diction for Singers 2,french
MUA2196,Diction for Singers 2,phonetics
MUA2203,Keyboard Literature: Genres throughout History,delving
MUA2203,Keyboard Literature: Genres throughout History,think critically
MUA2203,Keyboard Literature: Genres throughout History,curiosity
MUA2204,Keyboard Literature: Sonatas in Context,sociological
MUA2204,Keyboard Literature: Sonatas in Context,think critically
MUA2204,Keyboard Literature: Sonatas in Context,conceptual
MUA2204,Keyboard Literature: Sonatas in Context,analytic
MUA2204,Keyboard Literature: Sonatas in Context,curiosity
MUA2205,Rhythmic Devices in Performance 1,improvised
MUA2205,Rhythmic Devices in Performance 1,interactive
MUA2205,Rhythmic Devices in Performance 1,musical performance
MUA2206,Harmonic Hearing for Performers,jazz
MUA2206,Harmonic Hearing for Performers,professional
MUA2210,Rhythmical Devices in Performance 2,improvised
MUA2210,Rhythmical Devices in Performance 2,interactive
MUA2210,Rhythmical Devices in Performance 2,musical performance
MUA2229,Music and Health,motor coordination
MUA2229,Music and Health,pain management
MUA2229,Music and Health,mental health
MUA2229,Music and Health,music therapy
MUA2229,Music and Health,based activities
MUA2229,Music and Health,teaching
MUA2229,Music and Health,project based
MUA2230,The Psychology of Music Performance,cognitive science
MUA2230,The Psychology of Music Performance,presenting
MUA2230,The Psychology of Music Performance,psychology
MUA2230,The Psychology of Music Performance,rehearsal
MUA2230,The Psychology of Music Performance,anxiety
MUA2230,The Psychology of Music Performance,project based
MUA2230,The Psychology of Music Performance,lectures
MUA2230,The Psychology of Music Performance,group discussions
MUA2230,The Psychology of Music Performance,blogging
MUA2230,The Psychology of Music Performance,centered
MUA2230,The Psychology of Music Performance,performance techniques
MUA2240,Collaborative Piano - Piano Ensemble,piano
MUA2240,Collaborative Piano - Piano Ensemble,e
MUA2241,Collaborative Piano - Vocal Accompaniment,piano
MUA2241,Collaborative Piano - Vocal Accompaniment,e
MUA2242,Collaborative Piano - Instrumental Accompaniment,piano
MUA2242,Collaborative Piano - Instrumental Accompaniment,e
MUA2243,Collaborative Piano - Chamber Music,chamber music
MUA2243,Collaborative Piano - Chamber Music,piano
MUA2243,Collaborative Piano - Chamber Music,collaborate
MUA2243,Collaborative Piano - Chamber Music,e
MUA2251,Live Interactivity,computer system
MUA2251,Live Interactivity,course develops
MUA2251,Live Interactivity,interactive
MUA2251,Live Interactivity,interactive system
MUA2251,Live Interactivity,installation
MUA2251,Live Interactivity,arduino
