module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
IE4299,Selected Topics In Industrial Engineering,College of Design and Engineering,Industrial Systems Engineering and Management,0.6073242425918579,1430,0.65771484375,0.5927734375,4,7,2029,28.57,978
ESP9340,Exchange Unrestricted Elective,College of Design and Engineering,Engineering Science Programme,0.6073242425918579,1430,0.61669921875,0.60009765625,5,6,3931,55.36,236
ESP9360,Exchange Unrestricted Elective,College of Design and Engineering,Engineering Science Programme,0.6073242425918579,1430,0.61669921875,0.60009765625,5,6,3931,55.36,236
ESP9330,Exchange Unrestricted Elective,College of Design and Engineering,Engineering Science Programme,0.6073242425918579,1430,0.61669921875,0.60009765625,5,6,3931,55.36,236
ESP9320,Exchange Unrestricted Elective,College of Design and Engineering,Engineering Science Programme,0.6073242425918579,1430,0.61669921875,0.60009765625,5,6,3931,55.36,236
EE4701,Video Processing,College of Design and Engineering,Electrical and Computer Engineering,0.6073242425918579,1430,0.66650390625,0.57470703125,6,5,163,2.3,2490
ESP9310,Exchange Unrestricted Elective,College of Design and Engineering,Engineering Science Programme,0.6073242425918579,1430,0.61669921875,0.60009765625,5,6,3931,55.36,236
CH3243,Chinese Cultural History,Arts and Social Science,Chinese Studies,0.6072753667831421,1431,0.63623046875,0.5927734375,5,6,222,3.13,2431
UTC2116,The University Today,Residential College,Tembusu College,0.6072753667831421,1431,0.619140625,0.60107421875,4,7,1367,19.25,1406
YSC4230,Programming Language Design and Implementation,Yale-NUS College,Yale-NUS College,0.6072753667831421,1431,0.61376953125,0.60107421875,4,7,633,8.91,2031
EE4703,Digital Media Technologies,College of Design and Engineering,Electrical and Computer Engineering,0.6072753667831421,1431,0.65625,0.5791015625,8,3,307,4.32,2348
UTS2116,The University Today,Residential College,Tembusu College,0.6072753667831421,1431,0.619140625,0.60107421875,4,7,1367,19.25,1406
CH3243S,Chinese Cultural History,Arts and Social Science,Chinese Studies,0.6072753667831421,1431,0.63623046875,0.5927734375,5,6,222,3.13,2431
LL4448,Legal History: Themes and Perspectives,Law,FoL Dean's Office,0.6072753667831421,1431,0.63037109375,0.5947265625,2,9,200,2.82,2453
LL4448V,Legal History: Themes and Perspectives,Law,FoL Dean's Office,0.6072753667831421,1431,0.63037109375,0.5947265625,2,9,200,2.82,2453
LSM4218,Biotechnology and Biotherapeutics,Science,Biological Sciences,0.607226550579071,1432,0.63330078125,0.59228515625,5,6,104,1.46,2549
GES1013,Singapore Urban History & Architecture,College of Design and Engineering,Architecture,0.607226550579071,1432,0.6474609375,0.58837890625,6,5,900,12.67,1782
EC4399HM,Behavioural Public Policy,Arts and Social Science,Economics,0.607177734375,1433,0.62646484375,0.60107421875,5,6,2114,29.77,928
LL4500,Recalibrating Multilateral Trading Regime,Law,FoL Dean's Office,0.607177734375,1433,0.65673828125,0.58740234375,8,3,1732,24.39,1153
GEI1001,Computational Reasoning,Arts and Social Science,Philosophy,0.607177734375,1433,0.6318359375,0.599609375,6,5,959,13.51,1729
LL4500V,Recalibrating Multilateral Trading Regime,Law,FoL Dean's Office,0.607177734375,1433,0.65673828125,0.58740234375,8,3,1732,24.39,1153
EC4399,Behavioural Public Policy,Arts and Social Science,Economics,0.607177734375,1433,0.62646484375,0.60107421875,5,6,2114,29.77,928
GET1050,Computational Reasoning,Arts and Social Science,Philosophy,0.607177734375,1433,0.6318359375,0.599609375,6,5,959,13.51,1729
YSS4295,Mind and Machine: Brain-Computer Interfaces,Yale-NUS College,Yale-NUS College,0.607177734375,1433,0.623046875,0.5927734375,3,8,631,8.89,2033
SFI2024,Introducing Malaysia (with Introductory Malay),NUS,Office of the Provost,0.607177734375,1433,0.63134765625,0.59521484375,5,6,1566,22.05,1267
MUA3153,Noon Recital Series 3A,YST Conservatory of Music,YSTCM Dean's Office,0.607128918170929,1434,0.6171875,0.59765625,4,7,595,8.38,2067
LL4019,Credit & Security,Law,FoL Dean's Office,0.607128918170929,1434,0.63427734375,0.59716796875,5,6,1083,15.25,1631
LL4019V,Credit & Security,Law,FoL Dean's Office,0.607128918170929,1434,0.63427734375,0.59716796875,5,6,1083,15.25,1631
NUR4102B,Consolidated Clinical Practice,Yong Loo Lin Sch of Medicine,Alice Lee Center for Nursing Studies,0.607128918170929,1434,0.62841796875,0.5966796875,4,7,895,12.6,1787
MA4288P,Undergraduate Project in Mathematics,Science,Mathematics,0.6070801019668579,1435,0.64892578125,0.5947265625,7,4,1380,19.43,1397
MA4288D,Undergraduate Project in Mathematics,Science,Mathematics,0.6070801019668579,1435,0.64892578125,0.5947265625,7,4,1380,19.43,1397
MA4288O,Undergraduate Project in Mathematics,Science,Mathematics,0.6070801019668579,1435,0.64892578125,0.5947265625,7,4,1380,19.43,1397
PS4299,Theory and Politics of AI,Arts and Social Science,Political Science,0.6070801019668579,1435,0.630859375,0.5966796875,4,7,131,1.84,2522
PC2289,Basic UROPS in Physics II,Science,Physics,0.6070801019668579,1435,0.63330078125,0.59716796875,7,4,2591,36.49,693
BN4404,Bioelectromechanical Systems - Biomems,College of Design and Engineering,Biomedical Engineering,0.6070312261581421,1436,0.64208984375,0.591796875,4,7,460,6.48,2196
LSM4263,Field Studies in Biodiversity,Science,Biological Sciences,0.606982409954071,1437,0.68359375,0.57275390625,6,5,423,5.96,2233
YSC4236,Optimization for Large Scale Machine Learning,Yale-NUS College,Yale-NUS College,0.606982409954071,1437,0.6474609375,0.59521484375,6,5,264,3.72,2390
LL4033V,International Legal Process,Law,FoL Dean's Office,0.606982409954071,1437,0.64697265625,0.59228515625,1,10,674,9.49,1993
LL4033,International Legal Process,Law,FoL Dean's Office,0.606982409954071,1437,0.64697265625,0.59228515625,1,10,674,9.49,1993
MS4201,Social Change in the Malay World,Arts and Social Science,Malay Studies,0.60693359375,1438,0.6396484375,0.58740234375,6,5,791,11.14,1885
MS4201HM,Social Change in the Malay World,Arts and Social Science,Malay Studies,0.60693359375,1438,0.6396484375,0.58740234375,6,5,791,11.14,1885
DSA4264B,Sense-making Case Analysis: Society,Science,Statistics and Data Science,0.60693359375,1438,0.63037109375,0.5927734375,5,6,500,7.04,2158
YID3207,China’s Energy and Environmental Sustainability,Yale-NUS College,Yale-NUS College,0.606884777545929,1439,0.6328125,0.59130859375,4,7,802,11.29,1875
UTW1001W,The Online Politician: The Use of Social Media in Political Communication,Non-Faculty-based Departments,Center for Engl Lang Comms,0.606884777545929,1439,0.654296875,0.59130859375,4,7,629,8.86,2035
UTC2711,Heavenly Mathematics and Cultural Astronomy,Residential College,Residential College 4,0.6068359613418579,1440,0.6796875,0.59375,4,7,1028,14.48,1671
MUA4162,Senior Recital - Instrumental Performance Capstone,YST Conservatory of Music,YSTCM Dean's Office,0.6068359613418579,1440,0.62939453125,0.58642578125,3,8,612,8.62,2050
ID4400,Creative Computing,College of Design and Engineering,Industrial Design,0.6067870855331421,1441,0.671875,0.58837890625,5,6,287,4.04,2368
LAB4201HM,Bahasa Indonesia 5,Arts and Social Science,Centre for Language Studies,0.6067870855331421,1441,0.61962890625,0.59619140625,5,6,741,10.44,1931
LAB4201,Bahasa Indonesia 5,Arts and Social Science,Centre for Language Studies,0.6067870855331421,1441,0.61962890625,0.59619140625,5,6,741,10.44,1931
HS2913,"Representing Live(s): Research, Performance and Stories",Arts and Social Science,"English,Ling.andTheatre Studies",0.6067870855331421,1441,0.6953125,0.58349609375,6,5,1448,20.39,1351
MUA2175,AAS Project 1,YST Conservatory of Music,YSTCM Dean's Office,0.606738269329071,1442,0.623046875,0.595703125,6,5,1729,24.35,1155
ESE4406,Energy Systems and Climate Change Mitigation,College of Design and Engineering,Civil and Environmental Engineering,0.606738269329071,1442,0.62841796875,0.58837890625,3,8,197,2.77,2456
LAK4202HM,Korean 6,Arts and Social Science,Centre for Language Studies,0.606689453125,1443,0.61767578125,0.59814453125,8,3,767,10.8,1906
UTC2106,Science Fiction and Hope,Residential College,Tembusu College,0.606689453125,1443,0.640625,0.59033203125,7,4,1115,15.7,1603
EC4401HM,Honours Thesis,Arts and Social Science,Economics,0.606689453125,1443,0.61865234375,0.5986328125,5,6,2850,40.14,583
LAK4202,Korean 6,Arts and Social Science,Centre for Language Studies,0.606689453125,1443,0.61767578125,0.59814453125,8,3,767,10.8,1906
TM4263,Manufact'G Simulat'N & Data Communicat'N,Cont and Lifelong Education,SCALE Dean's Office,0.606689453125,1443,0.6259765625,0.59814453125,2,9,1516,21.35,1303
TME4263,Manufact'G Simulat'N & Data Communicat'N,Cont and Lifelong Education,SCALE Dean's Office,0.606689453125,1443,0.6259765625,0.59814453125,2,9,1516,21.35,1303
UTS2106,Science Fiction and Hope,Residential College,Tembusu College,0.606689453125,1443,0.640625,0.59033203125,7,4,1115,15.7,1603
CH4202HM,Chinese Semasiology,Arts and Social Science,Chinese Studies,0.606689453125,1443,0.62255859375,0.59228515625,9,2,916,12.9,1766
CH4202,Chinese Semasiology,Arts and Social Science,Chinese Studies,0.606689453125,1443,0.62255859375,0.59228515625,9,2,916,12.9,1766
PL3283B,Lab in Development of Communication,Arts and Social Science,Psychology,0.606640636920929,1444,0.625,0.58447265625,3,8,525,7.39,2134
YID3218,"Singapore Biodiversity: Past, Present and Future",Yale-NUS College,Yale-NUS College,0.606640636920929,1444,0.6552734375,0.583984375,6,5,521,7.34,2138
PL3283A,Lab in Adolescent Psychology,Arts and Social Science,Psychology,0.6065918207168579,1445,0.625,0.60107421875,5,6,1149,16.18,1573
TG2415,Ethics In Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.6065429449081421,1446,0.61767578125,0.599609375,3,8,1791,25.22,1114
TTG2415,Ethics In Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.6065429449081421,1446,0.61767578125,0.599609375,3,8,1791,25.22,1114
NEX3012S,GEx Upper Mekong,NUS College,NUS College Dean's Office,0.6064453125,1447,0.626953125,0.59423828125,4,7,1877,26.43,1061
PL3250,Human Performance,Arts and Social Science,Psychology,0.6064453125,1447,0.62744140625,0.59326171875,4,7,2395,33.73,787
NEX3002S,GEx Stockholm,NUS College,NUS College Dean's Office,0.606396496295929,1448,0.63916015625,0.59033203125,5,6,915,12.89,1767
TIE3101,Statistics for Engineering Applications,Cont and Lifelong Education,SCALE Dean's Office,0.606396496295929,1448,0.62841796875,0.59912109375,6,5,1962,27.63,1012
GL3551R,FASS Undergraduate Research Opportunity,Arts and Social Science,Political Science,0.606396496295929,1448,0.62353515625,0.5966796875,4,7,1388,19.55,1390
MNO4313K,"SILHCM: Industry 4.0, Technology, & Mgt Implications",NUS Business School,Management and Organisation,0.606396496295929,1448,0.626953125,0.59716796875,6,5,2048,28.84,969
MNO4761D,"SILHCM: Industry 4.0, Technology, & Mgt Implications",NUS Business School,Management and Organisation,0.606396496295929,1448,0.626953125,0.59716796875,6,5,2048,28.84,969
HY3551R,FASS Undergraduate Research Opportunity,Arts and Social Science,History,0.606396496295929,1448,0.62353515625,0.5966796875,4,7,1388,19.55,1390
MUA4208,Professional Leadership Skills in an Orchestral Context,YST Conservatory of Music,YSTCM Dean's Office,0.6063476800918579,1449,0.61376953125,0.59619140625,4,7,2921,41.14,555
ME1102,Engineering Principles and Practice I,College of Design and Engineering,Mechanical Engineering,0.6062988042831421,1450,0.63232421875,0.5966796875,2,9,1055,14.86,1649
ID2123,Design Process & Research,College of Design and Engineering,Industrial Design,0.6062988042831421,1450,0.623046875,0.59814453125,6,5,640,9.01,2026
SW4880,Special Topics in Social Work,Arts and Social Science,Social Work,0.6062988042831421,1450,0.62841796875,0.58935546875,3,8,474,6.68,2183
JS2230,Itadakimasu - Food In Japan,Arts and Social Science,Japanese Studies,0.606249988079071,1451,0.61572265625,0.6015625,6,5,687,9.67,1980
YHU2248,Visual Storytelling,Yale-NUS College,Yale-NUS College,0.606201171875,1452,0.63671875,0.58203125,8,3,173,2.44,2480
MUA4243,Collaborative Piano - Chamber Music,YST Conservatory of Music,YSTCM Dean's Office,0.606152355670929,1453,0.6796875,0.5830078125,1,10,432,6.08,2224
ESP2107,Numerical Methods and Statistics,College of Design and Engineering,Engineering Science Programme,0.606152355670929,1453,0.61865234375,0.595703125,5,6,771,10.86,1902
SW4660HM,Independent Study,Arts and Social Science,Social Work,0.6061035394668579,1454,0.62060546875,0.59765625,9,2,3169,44.63,453
HSI2014,"Science, Medical Technology and Society",Science,Physics,0.6061035394668579,1454,0.63525390625,0.59326171875,6,5,249,3.51,2405
LSM3245,RNA Biology and Technology,Yong Loo Lin Sch of Medicine,Microbiology and Immunology,0.6061035394668579,1454,0.6474609375,0.59326171875,5,6,246,3.46,2408
SC3230,Civil Society and Civic Engagement,Arts and Social Science,Sociology and Anthropology,0.6061035394668579,1454,0.62939453125,0.587890625,6,5,809,11.39,1868
LL4367,Public International Law Externship,Law,FoL Dean's Office,0.6061035394668579,1454,0.63720703125,0.58984375,4,7,1049,14.77,1654
LL4367V,Public International Law Externship,Law,FoL Dean's Office,0.6061035394668579,1454,0.63720703125,0.58984375,4,7,1049,14.77,1654
EL4253HM,"Language, Gender and Sexual Identities",Arts and Social Science,"English,Ling.andTheatre Studies",0.6060546636581421,1455,0.6259765625,0.59375,8,3,1703,23.98,1173
SC4219HM,Social Origins and Consequences of Financial Crises,Arts and Social Science,Sociology and Anthropology,0.6060546636581421,1455,0.63623046875,0.5908203125,6,5,2058,28.98,964
EL4253,"Language, Gender and Sexual Identities",Arts and Social Science,"English,Ling.andTheatre Studies",0.6060546636581421,1455,0.6259765625,0.59375,8,3,1703,23.98,1173
SC4219,Social Origins and Consequences of Financial Crises,Arts and Social Science,Sociology and Anthropology,0.6060546636581421,1455,0.63623046875,0.5908203125,6,5,2058,28.98,964
ESE4404,Bioenergy,College of Design and Engineering,Civil and Environmental Engineering,0.6060546636581421,1455,0.6396484375,0.5859375,5,6,385,5.42,2270
DSE4201,Capstone Project in Data Science and Economics II,Science,Mathematics,0.606005847454071,1456,0.63427734375,0.59765625,3,8,1323,18.63,1438
YID3223,Powering the Planet,Yale-NUS College,Yale-NUS College,0.60595703125,1457,0.626953125,0.59619140625,4,7,1098,15.46,1620
SC4210,Sociology of Migration,Arts and Social Science,Sociology and Anthropology,0.605908215045929,1458,0.640625,0.5927734375,9,2,2076,29.24,952
MKT4429,Advanced Independent Study in Marketing,NUS Business School,Marketing,0.605908215045929,1458,0.62109375,0.6015625,5,6,3064,43.15,492
MKT4419,Advanced Independent Study in Marketing,NUS Business School,Marketing,0.605908215045929,1458,0.62109375,0.6015625,5,6,3064,43.15,492
SC4210HM,Sociology of Migration,Arts and Social Science,Sociology and Anthropology,0.605908215045929,1458,0.640625,0.5927734375,9,2,2076,29.24,952
CH4881HM,Topics in Chinese Literature II,Arts and Social Science,Chinese Studies,0.605908215045929,1458,0.62548828125,0.5927734375,5,6,516,7.27,2142
MKT4751,Advanced Independent Study in Marketing,NUS Business School,Marketing,0.605908215045929,1458,0.62109375,0.6015625,5,6,3064,43.15,492
CH4881,Topics in Chinese Literature II,Arts and Social Science,Chinese Studies,0.605908215045929,1458,0.62548828125,0.5927734375,5,6,516,7.27,2142
MUL1106,Italian for Musicians 2,YST Conservatory of Music,YSTCM Dean's Office,0.6058593988418579,1459,0.63330078125,0.59228515625,5,6,566,7.97,2095
CP3209R,Undergraduate Research Project in Computing (REx),Computing,SoC Dean's Office,0.6058105230331421,1460,0.62109375,0.59423828125,3,8,1547,21.79,1281
LL4071,"International Patent Law, Policy and Practice",Law,FoL Dean's Office,0.605761706829071,1461,0.609375,0.59912109375,5,6,2386,33.6,790
BSP1703,Managerial Economics,NUS Business School,Strategy and Policy,0.605761706829071,1461,0.61083984375,0.6005859375,2,9,894,12.59,1788
FIN3761D,TIF: Physical Commodity Markets and Assets,NUS Business School,Finance,0.605761706829071,1461,0.61669921875,0.591796875,4,7,491,6.91,2167
LL4071V,"International Patent Law, Policy and Practice",Law,FoL Dean's Office,0.605761706829071,1461,0.609375,0.59912109375,5,6,2386,33.6,790
CM3232,Phy Chem of the Solid State & Interfaces,Science,Chemistry,0.605664074420929,1462,0.6494140625,0.58935546875,2,9,294,4.14,2361
PC4243,Atomic & Molecular Physics II,Science,Physics,0.605664074420929,1462,0.6337890625,0.59912109375,4,7,647,9.11,2019
UTS2404,Cities and nature,Residential College,College of Alice and Peter Tan,0.605664074420929,1462,0.61962890625,0.59375,2,9,491,6.91,2167
UTC2406,Cities and nature,Residential College,College of Alice and Peter Tan,0.605664074420929,1462,0.61962890625,0.59375,2,9,491,6.91,2167
CS1010A,Programming Methodology,Computing,Computer Science,0.6056152582168579,1463,0.625,0.59765625,3,8,544,7.66,2116
CN2121,Chemical Engineering Thermodynamics,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6056152582168579,1463,0.62060546875,0.59521484375,3,8,716,10.08,1952
MA3259,Mathematical Methods in Genomics,Science,Mathematics,0.6055663824081421,1464,0.65185546875,0.578125,3,8,169,2.38,2484
NHS2106,Wisdom: Concepts and Contemporary Contexts,NUS College,NUS College Dean's Office,0.6055663824081421,1464,0.607421875,0.603515625,2,9,1753,24.69,1139
SC4880B,Advanced Sociological Analysis of Singapore Society,Arts and Social Science,Sociology and Anthropology,0.605517566204071,1465,0.6328125,0.59521484375,6,5,1207,17.0,1526
CFA3101A,Performing Arts in Practice (Music) 3,YST Conservatory of Music,YSTCM Dean's Office,0.605517566204071,1465,0.62255859375,0.58154296875,4,7,1705,24.01,1171
AR4142,Research Report,College of Design and Engineering,Architecture,0.60546875,1466,0.64599609375,0.58447265625,4,7,395,5.56,2260
LAT3201,Thai 3,Arts and Social Science,Centre for Language Studies,0.60546875,1466,0.6162109375,0.599609375,7,4,744,10.48,1929
IE4249,Selected Topics In Engineering Management,College of Design and Engineering,Industrial Systems Engineering and Management,0.60546875,1466,0.62451171875,0.59765625,3,8,2121,29.87,925
TIE4249,Selected Topics in Engineering Management,Cont and Lifelong Education,SCALE Dean's Office,0.60546875,1466,0.62451171875,0.59765625,3,8,2121,29.87,925
BSE3711,Strategic Thinking: Economic Applications,NUS Business School,Strategy and Policy,0.605419933795929,1467,0.62060546875,0.59814453125,5,6,1973,27.78,1005
MUA3216,Performance and Interaction,YST Conservatory of Music,YSTCM Dean's Office,0.605419933795929,1467,0.6171875,0.60009765625,8,3,3834,53.99,257
SP2251,Science at the Nanoscale,Science,Chemistry,0.605419933795929,1467,0.63671875,0.58203125,1,10,279,3.93,2376
MUA2229,Music and Health,YST Conservatory of Music,YSTCM Dean's Office,0.605419933795929,1467,0.63427734375,0.5927734375,5,6,745,10.49,1928
MUA1111,Piano Ensemble 1A,YST Conservatory of Music,YSTCM Dean's Office,0.605419933795929,1467,0.6728515625,0.5869140625,2,9,129,1.82,2524
LL4478,Cross-Border Insolvency Law,Law,FoL Dean's Office,0.6053711175918579,1468,0.662109375,0.59228515625,2,9,231,3.25,2423
LL4478V,Cross-Border Insolvency Law,Law,FoL Dean's Office,0.6053711175918579,1468,0.662109375,0.59228515625,2,9,231,3.25,2423
TME3273,Understanding Experimental Data,Cont and Lifelong Education,SCALE Dean's Office,0.6053711175918579,1468,0.62890625,0.5986328125,5,6,741,10.44,1931
AR2522,Computational Thinking: Performance Based Design,College of Design and Engineering,Architecture,0.6053711175918579,1468,0.62744140625,0.59765625,5,6,464,6.53,2192
MUA1172,Critical Listening,YST Conservatory of Music,YSTCM Dean's Office,0.6053711175918579,1468,0.6220703125,0.60107421875,4,7,1393,19.62,1385
ME3273E,Understanding Experimental Data,Cont and Lifelong Education,SCALE Dean's Office,0.6053711175918579,1468,0.62890625,0.5986328125,5,6,741,10.44,1931
NTW2026,Religion in Public Life,NUS College,NUS College Dean's Office,0.6053222417831421,1469,0.62353515625,0.5927734375,7,4,1756,24.73,1137
CS4224,Distributed Databases,Computing,Computer Science,0.605273425579071,1470,0.67236328125,0.58740234375,5,6,359,5.06,2296
CLC2201,Community Development Practicum I,Non-Faculty-based Departments,Chua Thian Poh Comm Leader Center,0.605273425579071,1470,0.6279296875,0.5908203125,5,6,2443,34.4,764
CS1010XCP,Programming Methodology,Computing,Computer Science,0.605273425579071,1470,0.62353515625,0.5927734375,5,6,349,4.91,2306
FST4202,Nutritional Biochemistry,Science,Food Science and Technology,0.605224609375,1471,0.6201171875,0.595703125,3,8,219,3.08,2434
LAT4202,Thai 6,Arts and Social Science,Centre for Language Studies,0.605224609375,1471,0.62548828125,0.591796875,6,5,517,7.28,2141
PR3153,Central Nervous System: Science & Therapeutics,Science,PharmacyandPharmaceuticalScience,0.605224609375,1471,0.62451171875,0.58251953125,4,7,428,6.03,2228
LAT4202HM,Thai 6,Arts and Social Science,Centre for Language Studies,0.605224609375,1471,0.62548828125,0.591796875,6,5,517,7.28,2141
ME4233,Computational Methods In Fluid Mechanics,College of Design and Engineering,Mechanical Engineering,0.605224609375,1471,0.671875,0.587890625,4,7,630,8.87,2034
BST3761,Special Topics in Business,NUS Business School,BIZ Dean's Office,0.605175793170929,1472,0.619140625,0.6015625,6,5,2559,36.04,713
NM4206HM,Media Policy and Regulation,Arts and Social Science,Communications and New Media,0.605175793170929,1472,0.634765625,0.5908203125,7,4,821,11.56,1857
NM4206,Media Policy and Regulation,Arts and Social Science,Communications and New Media,0.605175793170929,1472,0.634765625,0.5908203125,7,4,821,11.56,1857
PC4264,Solid State Devices,Science,Physics,0.6051269769668579,1473,0.61767578125,0.595703125,3,8,270,3.8,2385
SC2209,"Money, Business and Social Networks",Arts and Social Science,Sociology and Anthropology,0.6051269769668579,1473,0.6201171875,0.599609375,4,7,3269,46.04,421
PC3241,Solid State Devices,Science,Physics,0.6050781011581421,1474,0.625,0.59716796875,3,8,254,3.58,2400
PL4660HM,Independent Study,Arts and Social Science,Psychology,0.6050781011581421,1474,0.62744140625,0.59130859375,7,4,2760,38.87,623
PC3231,Electricity & Magnetism II,Science,Physics,0.6050781011581421,1474,0.6220703125,0.59814453125,5,6,778,10.96,1896
CH3882,Topics in Chinese History 1,Arts and Social Science,Chinese Studies,0.6050781011581421,1474,0.6318359375,0.58984375,5,6,345,4.86,2310
PL3281E,Lab in Speech and Language Processes,Arts and Social Science,Psychology,0.605029284954071,1475,0.6240234375,0.587890625,3,8,245,3.45,2409
NHS2053,The Heterogeneous Indians of Contemporary Singapore,NUS College,NUS College Dean's Office,0.605029284954071,1475,0.61669921875,0.5986328125,5,6,1581,22.26,1256
MUA4343,Collaborative Piano - Chamber Music 4,YST Conservatory of Music,YSTCM Dean's Office,0.604931652545929,1476,0.67236328125,0.58154296875,1,10,435,6.13,2221
LSM2106,Fundamental Biochemistry,Yong Loo Lin Sch of Medicine,Biochemistry,0.604931652545929,1476,0.65966796875,0.58837890625,3,8,144,2.03,2509
YSC2254,Modelling and Optimization,Yale-NUS College,Yale-NUS College,0.604931652545929,1476,0.626953125,0.59033203125,5,6,1037,14.6,1664
EN4266HM,South Asian Literatures in English,Arts and Social Science,"English,Ling.andTheatre Studies",0.604931652545929,1476,0.67236328125,0.587890625,4,7,481,6.77,2176
UTW2001M,Sport and Socialization,Non-Faculty-based Departments,Center for Engl Lang Comms,0.604931652545929,1476,0.6162109375,0.6015625,5,6,1869,26.32,1067
EN4266,South Asian Literatures in English,Arts and Social Science,"English,Ling.andTheatre Studies",0.604931652545929,1476,0.67236328125,0.587890625,4,7,481,6.77,2176
PL4244HM,Sleep: A Cognitive Neuroscience Perspective,Arts and Social Science,Psychology,0.6048828363418579,1477,0.63427734375,0.59326171875,6,5,1191,16.77,1539
PL4244,Sleep: A Cognitive Neuroscience Perspective,Arts and Social Science,Psychology,0.6048828363418579,1477,0.63427734375,0.59326171875,6,5,1191,16.77,1539
NUR3504,Chronic Disease Management,Yong Loo Lin Sch of Medicine,Alice Lee Center for Nursing Studies,0.6048828363418579,1477,0.626953125,0.5908203125,7,4,511,7.2,2147
LSM4221,Drug Discovery and Clinical Trials,Yong Loo Lin Sch of Medicine,Pharmacology,0.6048828363418579,1477,0.6279296875,0.591796875,4,7,515,7.25,2143
EC3322,Industrial Organisation I,Arts and Social Science,Economics,0.6048828363418579,1477,0.62890625,0.59619140625,5,6,3077,43.33,483
DSA3289R,Advanced UROPS in Data Science and Analytics II (REx),Science,Statistics and Data Science,0.6048828363418579,1477,0.6337890625,0.5947265625,4,7,1235,17.39,1503
LL4407,Law Of Insurance,Law,FoL Dean's Office,0.6048339605331421,1478,0.61865234375,0.59228515625,4,7,461,6.49,2195
UTC1112G,Special Topics: Sustainability,Residential College,Tembusu College,0.604785144329071,1479,0.64013671875,0.5927734375,3,8,1042,14.67,1660
UTC1400,Debating Singapore's Social and Economic History,Residential College,College of Alice and Peter Tan,0.604785144329071,1479,0.63916015625,0.5986328125,7,4,1653,23.28,1206
CS4215R,Programming Language Implementation,Computing,Computer Science,0.604736328125,1480,0.619140625,0.59765625,6,5,1842,25.94,1081
TIE3010,Systems Thinking and Design,Cont and Lifelong Education,SCALE Dean's Office,0.604687511920929,1481,0.61669921875,0.59912109375,5,6,1453,20.46,1347
LL4214,International & Comparative Oil & Gas Law,Law,FoL Dean's Office,0.604687511920929,1481,0.6484375,0.58642578125,5,6,755,10.63,1918
EL4660,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EL4660HM,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
JS4660HM,Independent Study,Arts and Social Science,Japanese Studies,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
HY4660,Independent Study,Arts and Social Science,History,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
HY4660HM,Independent Study,Arts and Social Science,History,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
JS4660,Independent Study,Arts and Social Science,Japanese Studies,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
PH4660,Independent Study,Arts and Social Science,Philosophy,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EC4660,Independent Study,Arts and Social Science,Economics,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
NUR2442,Cross-cultural Experience for Nursing Students (OCIP),Yong Loo Lin Sch of Medicine,Alice Lee Center for Nursing Studies,0.6046386957168579,1482,0.625,0.59228515625,5,6,3117,43.9,470
PH4660HM,Independent Study,Arts and Social Science,Philosophy,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
CH4660,Independent Study,Arts and Social Science,Chinese Studies,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
CH4660HM,Independent Study,Arts and Social Science,Chinese Studies,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
TS4660,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
TS4660HM,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EN4660,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
SC4660HM,Independent Study,Arts and Social Science,Sociology and Anthropology,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
SW4660,Independent Study,Arts and Social Science,Social Work,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EC4660HM,Independent Study,Arts and Social Science,Economics,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
