module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
FAS2882I,Chinese Economic History in a Global Context,Arts and Social Science,FASS DO/Office of Programmes,0.6046386957168579,1482,0.61474609375,0.59228515625,6,5,952,13.41,1735
EU4660HM,Independent Study,Arts and Social Science,History,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EU4660,Independent Study,Arts and Social Science,History,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
DBA3803,Predictive Analytics in Business,NUS Business School,Analytics and Operations,0.6046386957168579,1482,0.640625,0.587890625,6,5,684,9.63,1983
SC4660,Independent Study,Arts and Social Science,Sociology and Anthropology,0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
EN4660HM,Independent Study,Arts and Social Science,"English,Ling.andTheatre Studies",0.6046386957168579,1482,0.6123046875,0.59521484375,8,3,3035,42.74,504
FSC2101,Forensic Science,Science,Biological Sciences,0.6045898199081421,1483,0.63916015625,0.59521484375,6,5,1302,18.34,1453
LAV3201,Vietnamese 3,Arts and Social Science,Centre for Language Studies,0.6045898199081421,1483,0.61279296875,0.60009765625,3,8,463,6.52,2193
SE2214,Beyond the Frame: Arts and Lives in Southeast Asia,Arts and Social Science,Southeast Asian Studies,0.6045898199081421,1483,0.64697265625,0.587890625,7,4,1121,15.79,1597
CH3883,Topics in Chinese Philosophy I,Arts and Social Science,Chinese Studies,0.604541003704071,1484,0.63037109375,0.5908203125,4,7,647,9.11,2019
SW3206,Gender Issues in Social Work Practice,Arts and Social Science,Social Work,0.604541003704071,1484,0.6318359375,0.58984375,2,9,274,3.86,2381
EE4306,Distributed Autonomous Robotic Systems,College of Design and Engineering,Electrical and Computer Engineering,0.604541003704071,1484,0.6435546875,0.58740234375,4,7,187,2.63,2466
CS1010X,Programming Methodology,Computing,Computer Science,0.604541003704071,1484,0.62353515625,0.59228515625,5,6,341,4.8,2314
TME2135,Fluid Mechanics II,Cont and Lifelong Education,SCALE Dean's Office,0.604541003704071,1484,0.66357421875,0.583984375,4,7,1112,15.66,1606
JS4232,FDI and Local Development: Japanese Firms in Asia,Arts and Social Science,Japanese Studies,0.6044921875,1485,0.619140625,0.59716796875,5,6,968,13.63,1722
JS4232HM,FDI and Local Development: Japanese Firms in Asia,Arts and Social Science,Japanese Studies,0.6044921875,1485,0.619140625,0.59716796875,5,6,968,13.63,1722
ESE4402,Treatment Plant Hydraulics,College of Design and Engineering,Civil and Environmental Engineering,0.6044921875,1485,0.68505859375,0.58056640625,5,6,532,7.49,2128
TCE4247,Treatment Plant Hydraulics,Cont and Lifelong Education,SCALE Dean's Office,0.6044921875,1485,0.68505859375,0.58056640625,5,6,532,7.49,2128
LSM4210,"Topics in Biomedical Science: Brain, Metabolism, Ageing",Science,Biological Sciences,0.604443371295929,1486,0.63916015625,0.58740234375,3,8,184,2.59,2469
JS2222,Japanese Society and Social Institutions,Arts and Social Science,Japanese Studies,0.604443371295929,1486,0.62646484375,0.587890625,8,3,813,11.45,1864
MLE2101,Introduction to Structure of Materials,College of Design and Engineering,Materials Science and Engineering,0.604443371295929,1486,0.65283203125,0.57861328125,3,8,380,5.35,2275
BN4601,Intelligent Medical Robotics,College of Design and Engineering,Biomedical Engineering,0.604443371295929,1486,0.62255859375,0.59375,2,9,511,7.2,2147
BN2402,Fundamentals of Bioinstrumentation,College of Design and Engineering,Biomedical Engineering,0.6043945550918579,1487,0.6279296875,0.59033203125,6,5,663,9.34,2004
MUA1112,Piano Ensemble 1B,YST Conservatory of Music,YSTCM Dean's Office,0.6043945550918579,1487,0.67626953125,0.583984375,2,9,184,2.59,2469
DSA3361,Inferential Data Analytics,Science,Statistics and Data Science,0.6043456792831421,1488,0.64208984375,0.58349609375,5,6,252,3.55,2402
UTS2407,Understanding Communities: Theory & Practice,Residential College,College of Alice and Peter Tan,0.604296863079071,1489,0.634765625,0.595703125,5,6,1170,16.48,1556
UTC2409,Understanding Communities: Theory & Practice,Residential College,College of Alice and Peter Tan,0.604296863079071,1489,0.634765625,0.595703125,5,6,1170,16.48,1556
SSA2211,The Evolution of a Global City-State,Arts and Social Science,History,0.604296863079071,1489,0.6337890625,0.59375,3,8,868,12.22,1812
GES1011,The Evolution of a Global City-State,Arts and Social Science,History,0.604296863079071,1489,0.6337890625,0.59375,3,8,868,12.22,1812
UIS3952R,Independent Study Module (Ride-On),Computing,Computer Science,0.604296863079071,1489,0.623046875,0.5908203125,6,5,2395,33.73,787
RE4751,Advanced Independent Study in Real Estate,NUS Business School,Real Estate,0.604296863079071,1489,0.62744140625,0.591796875,8,3,1960,27.6,1014
NM4660HM,Independent Study,Arts and Social Science,Communications and New Media,0.604248046875,1490,0.611328125,0.59423828125,8,3,2920,41.12,556
AR2328,Architectural Construction and Tectonics,College of Design and Engineering,Architecture,0.604248046875,1490,0.6240234375,0.58349609375,4,7,287,4.04,2368
FST2110,Food Microbiology and Fermentation,Science,Food Science and Technology,0.604248046875,1490,0.61767578125,0.58935546875,5,6,205,2.89,2448
TCX3213,Data Mining and Machine Learning in Business Analytics,Cont and Lifelong Education,SCALE Dean's Office,0.604248046875,1490,0.64208984375,0.591796875,6,5,289,4.07,2366
LL4227,"Philanthropy, Non-profit Organizations, and the Law",Law,FoL Dean's Office,0.604248046875,1490,0.61962890625,0.59375,3,8,1427,20.1,1363
CM4242,Advanced Analytical Techniques,Science,Chemistry,0.6041504144668579,1491,0.62353515625,0.59033203125,4,7,249,3.51,2405
LAT3202,Thai 4,Arts and Social Science,Centre for Language Studies,0.6041015386581421,1492,0.61669921875,0.59619140625,6,5,721,10.15,1948
ME3291,Numerical Methods In Engineering,College of Design and Engineering,Mechanical Engineering,0.6041015386581421,1492,0.61669921875,0.599609375,3,8,916,12.9,1766
PL4660,Independent Study,Arts and Social Science,Psychology,0.6041015386581421,1492,0.626953125,0.5947265625,7,4,2610,36.76,687
RE3751,Independent Study in Real Estate,NUS Business School,Real Estate,0.6041015386581421,1492,0.6376953125,0.5849609375,8,3,1995,28.09,994
EG2401A,Engineering Professionalism,College of Design and Engineering,CDE Dean's Office,0.6041015386581421,1492,0.63232421875,0.59423828125,5,6,1234,17.38,1504
MUA1102,Composition Major Study 1B,YST Conservatory of Music,YSTCM Dean's Office,0.604052722454071,1493,0.6416015625,0.59033203125,2,9,913,12.86,1769
YSS3312,Food and Sustainability,Yale-NUS College,Yale-NUS College,0.604052722454071,1493,0.63671875,0.5849609375,2,9,320,4.51,2335
MUA2161,Advanced Juried Performance Presentation,YST Conservatory of Music,YSTCM Dean's Office,0.604052722454071,1493,0.638671875,0.5859375,3,8,521,7.34,2138
AR2101,Design 3,College of Design and Engineering,Architecture,0.60400390625,1494,0.615234375,0.5927734375,6,5,1074,15.12,1636
UIS4912CH,Independent Study Module,Arts and Social Science,FASS DO/Office of Programmes,0.603955090045929,1495,0.61962890625,0.59765625,7,4,2307,32.49,835
NHS2008,Creating 'Reality',NUS College,NUS College Dean's Office,0.603955090045929,1495,0.64990234375,0.5869140625,7,4,776,10.93,1898
IE4210,Operations Research II,College of Design and Engineering,Industrial Systems Engineering and Management,0.603955090045929,1495,0.63330078125,0.59228515625,5,6,1120,15.77,1598
ST4261,Special Topics,Science,Statistics and Data Science,0.6039062738418579,1496,0.63037109375,0.59228515625,7,4,1867,26.29,1068
GEK2023,Technology For Better Social Habitats,College of Design and Engineering,Architecture,0.6038573980331421,1497,0.611328125,0.591796875,6,5,1418,19.97,1369
EC4313HM,Search Theory and Applications,Arts and Social Science,Economics,0.603808581829071,1498,0.61669921875,0.59765625,4,7,3684,51.88,296
EC4313,Search Theory and Applications,Arts and Social Science,Economics,0.603808581829071,1498,0.61669921875,0.59765625,4,7,3684,51.88,296
FST3201A,Independent Study (Nutrition),Science,Food Science and Technology,0.603808581829071,1498,0.6220703125,0.5927734375,8,3,2804,39.49,604
GEK1007,Chinese Heritage: History and Literature,Arts and Social Science,Chinese Studies,0.603808581829071,1498,0.61279296875,0.59423828125,4,7,242,3.41,2412
UTC2120,The Art and Science of Negotiation,Residential College,Tembusu College,0.603808581829071,1498,0.6220703125,0.591796875,7,4,2191,30.85,888
YSS3304,"Port Cities: Logistics, Transnationality, Urbanization",Yale-NUS College,Yale-NUS College,0.603808581829071,1498,0.6513671875,0.59228515625,6,5,1389,19.56,1389
YHU3376,Situations (Contemporary Art in Today’s Society),Yale-NUS College,Yale-NUS College,0.603808581829071,1498,0.638671875,0.59033203125,8,3,1524,21.46,1297
YID4202,Environmental Research Paper,Yale-NUS College,Yale-NUS College,0.603808581829071,1498,0.63720703125,0.58740234375,2,9,532,7.49,2128
LL4548,Legal Aspects of Paperless Trade,Law,FoL Dean's Office,0.603759765625,1499,0.62646484375,0.59619140625,5,6,1197,16.86,1535
YCT3201,Resilience and Success In College,Yale-NUS College,Yale-NUS College,0.603759765625,1499,0.61279296875,0.5947265625,1,10,909,12.8,1773
IS4233,Legal Aspects of Information Technology,Computing,Information Systems and Analytics,0.603759765625,1499,0.64404296875,0.587890625,2,9,966,13.6,1724
LSM3225,Molecular Microbiology in Human Diseases,Yong Loo Lin Sch of Medicine,Microbiology and Immunology,0.603759765625,1499,0.6240234375,0.5908203125,5,6,221,3.11,2432
IS3240,Digital Platform Strategy and Architecture,Computing,Information Systems and Analytics,0.603710949420929,1500,0.6318359375,0.59423828125,5,6,1486,20.93,1322
JS3101,Approaches to Japanese Studies II,Arts and Social Science,Japanese Studies,0.603710949420929,1500,0.68408203125,0.57421875,7,4,254,3.58,2400
YSC4209,Physical Sciences Research Seminar,Yale-NUS College,Yale-NUS College,0.603710949420929,1500,0.6259765625,0.591796875,2,9,359,5.06,2296
MUA1164,Recording as Creative Practice,YST Conservatory of Music,YSTCM Dean's Office,0.603710949420929,1500,0.640625,0.58935546875,6,5,923,13.0,1760
ENV3101,Environmental Challenges in Asia,Science,Biological Sciences,0.6036621332168579,1501,0.63720703125,0.58349609375,3,8,934,13.15,1752
PL4880THM,Applying Psychology In Education,Arts and Social Science,Psychology,0.6036132574081421,1502,0.625,0.5859375,5,6,235,3.31,2419
PL4880T,Applying Psychology In Education,Arts and Social Science,Psychology,0.6036132574081421,1502,0.625,0.5859375,5,6,235,3.31,2419
BT4241,Causal Impact Analytics for Business Applications,Computing,Information Systems and Analytics,0.6036132574081421,1502,0.62158203125,0.5908203125,6,5,965,13.59,1725
LL4213,Transnational Law,Law,FoL Dean's Office,0.6036132574081421,1502,0.62451171875,0.5908203125,2,9,216,3.04,2437
RVC2000,Culture and Sustainability in Southeast Asia,Residential College,Ridge View Residential College,0.6036132574081421,1502,0.6376953125,0.595703125,4,7,1702,23.97,1174
LL4213V,Transnational Law,Law,FoL Dean's Office,0.6036132574081421,1502,0.62451171875,0.5908203125,2,9,216,3.04,2437
LL4324,Comparative Trade Mark Law,Law,FoL Dean's Office,0.603564441204071,1503,0.61181640625,0.60107421875,3,8,1882,26.5,1059
CM3211,Organometallic Chemistry,Science,Chemistry,0.603564441204071,1503,0.642578125,0.5908203125,3,8,264,3.72,2390
MLE3104,Polymeric and Composite Materials,College of Design and Engineering,Materials Science and Engineering,0.603564441204071,1503,0.65234375,0.5771484375,3,8,497,7.0,2161
DSA3288R,Advanced UROPS in Data Science and Analytics I (REx),Science,Statistics and Data Science,0.603564441204071,1503,0.6318359375,0.5927734375,4,7,1138,16.03,1582
BN2111,Biomedical Engineering Principles and Practice II,College of Design and Engineering,Biomedical Engineering,0.603564441204071,1503,0.6748046875,0.58984375,5,6,1024,14.42,1675
CM4241,Trace Analysis,Science,Chemistry,0.603564441204071,1503,0.6416015625,0.5966796875,3,8,279,3.93,2376
PL4224,Mental Health and Distress in Children,Arts and Social Science,Psychology,0.603515625,1504,0.6162109375,0.58935546875,5,6,299,4.21,2356
PL4224HM,Mental Health and Distress in Children,Arts and Social Science,Psychology,0.603515625,1504,0.6162109375,0.58935546875,5,6,299,4.21,2356
NST2042,Quantitative Reasoning Foundation: Pursuit of Happiness,NUS,NUS College Dean's Office,0.603515625,1504,0.64208984375,0.595703125,7,4,2080,29.29,949
LL4514,Multidisciplinary Approach to Crime & Criminal Justice,Law,FoL Dean's Office,0.603515625,1504,0.6083984375,0.59619140625,3,8,1608,22.64,1235
SW3880,Special Topics in Social Work,Arts and Social Science,Social Work,0.603515625,1504,0.6298828125,0.58349609375,3,8,269,3.79,2386
LL4514V,Multidisciplinary Approach to Crime & Criminal Justice,Law,FoL Dean's Office,0.603515625,1504,0.6083984375,0.59619140625,3,8,1608,22.64,1235
NM2201,Intercultural Communication,Arts and Social Science,Communications and New Media,0.603466808795929,1505,0.60791015625,0.59912109375,3,8,2327,32.77,824
YSS2240,Women and Work around the World,Yale-NUS College,Yale-NUS College,0.603466808795929,1505,0.61083984375,0.59814453125,5,6,3913,55.1,242
AN4660,Independent Study,Arts and Social Science,Sociology and Anthropology,0.603466808795929,1505,0.6123046875,0.59375,8,3,2787,39.25,608
LAD3006,Basics of Ecology,College of Design and Engineering,Architecture,0.603320300579071,1506,0.6298828125,0.58837890625,6,5,447,6.29,2209
ACC2706,Managerial Accounting,NUS Business School,Accounting,0.603320300579071,1506,0.61474609375,0.59814453125,3,8,910,12.82,1772
ME2121E,Engineering Thermodynamics,Cont and Lifelong Education,SCALE Dean's Office,0.603271484375,1507,0.6494140625,0.587890625,2,9,592,8.34,2069
TBA4220,Geospatial Analytics,Cont and Lifelong Education,SCALE Dean's Office,0.603271484375,1507,0.6259765625,0.58984375,5,6,238,3.35,2416
COS1000,Computational Thinking for Scientists,Science,Physics,0.603271484375,1507,0.6318359375,0.59130859375,7,4,461,6.49,2195
TME2121,Engineering Thermodynamics,Cont and Lifelong Education,SCALE Dean's Office,0.603271484375,1507,0.6494140625,0.587890625,2,9,592,8.34,2069
NST2025,Molecular Courtship,NUS,NUS College Dean's Office,0.603222668170929,1508,0.62548828125,0.58349609375,4,7,249,3.51,2405
GEN2007,Resilience in Restoration,Arts and Social Science,Geography,0.6031738519668579,1509,0.640625,0.5830078125,5,6,945,13.31,1741
EL3252,Language Planning and Policy,Arts and Social Science,"English,Ling.andTheatre Studies",0.6031738519668579,1509,0.62255859375,0.59326171875,6,5,743,10.46,1930
IS2238,Economics of IT and AI,Computing,Information Systems and Analytics,0.6031738519668579,1509,0.62158203125,0.59423828125,6,5,538,7.58,2122
YHU3286,Living & Dying as Japanese in WWII Anime and Drama,Yale-NUS College,Yale-NUS College,0.6031249761581421,1510,0.63525390625,0.57763671875,9,2,1011,14.24,1686
JS2221,Organisation of Japanese Business,Arts and Social Science,Japanese Studies,0.6031249761581421,1510,0.61669921875,0.5947265625,7,4,1997,28.12,992
HS2927,Agree to Disagree Well: Disagreement in Singapore,Arts and Social Science,Philosophy,0.6031249761581421,1510,0.66650390625,0.59521484375,3,8,1695,23.87,1178
BSE4713,Causal Econometrics for Business,NUS Business School,Strategy and Policy,0.603076159954071,1511,0.61328125,0.58984375,7,4,1357,19.11,1414
MS1102E,Understanding the Contemporary Malay World,Arts and Social Science,Malay Studies,0.603076159954071,1511,0.62841796875,0.58544921875,5,6,1146,16.14,1575
EE4311,Fuzzy Logic and Neuro Fuzzy Systems,College of Design and Engineering,Electrical and Computer Engineering,0.60302734375,1512,0.6337890625,0.5908203125,4,7,229,3.22,2425
LSM4245,Advanced Epigenetics and Chromatin Biology,Yong Loo Lin Sch of Medicine,Biochemistry,0.602978527545929,1513,0.615234375,0.5908203125,3,8,129,1.82,2524
CS2104R,Programming Language Concepts,Computing,Computer Science,0.602978527545929,1513,0.61767578125,0.59033203125,5,6,1860,26.19,1072
TCE2134,Hydraulics,Cont and Lifelong Education,SCALE Dean's Office,0.602978527545929,1513,0.6865234375,0.5859375,4,7,789,11.11,1886
EC2104,Quantitative Methods for Economic Analysis,Arts and Social Science,Economics,0.6029297113418579,1514,0.626953125,0.5830078125,7,4,294,4.14,2361
JS2203,"Sound, Grammar and Meaning",Arts and Social Science,Japanese Studies,0.6029297113418579,1514,0.6640625,0.5712890625,7,4,201,2.83,2452
MUA1116,Foundations of Instrumental Accompaniment,YST Conservatory of Music,YSTCM Dean's Office,0.6029297113418579,1514,0.6787109375,0.58349609375,4,7,384,5.41,2271
LSM3235,Biomedical Applications of Human Epigenetics,Yong Loo Lin Sch of Medicine,Physiology,0.6029297113418579,1514,0.61865234375,0.591796875,3,8,149,2.1,2504
LAT2201,Thai 2,Arts and Social Science,Centre for Language Studies,0.602832019329071,1515,0.6083984375,0.5966796875,2,9,420,5.91,2236
GET1039,"What, When and Where is Art?",YST Conservatory of Music,YSTCM Dean's Office,0.602734386920929,1516,0.64697265625,0.59326171875,5,6,1478,20.81,1329
LL4492,Principles of Financial Regulation,Law,FoL Dean's Office,0.602734386920929,1516,0.61376953125,0.59619140625,6,5,626,8.82,2036
